trade_id,symbol,side,status,open_time_turkey,close_time_turkey,signal_candle_time_turkey,last_checked_candle_time_turkey,entry,tp,sl,exit_price,result,gross_profit_percent,estimated_fee_percent,net_profit_percent,bars_held,max_high_seen,min_low_seen,mfe_percent,mae_percent,close_reason,strength_at_entry,rsi_15m_at_entry,macd_hist_15m_at_entry,adx_15m_at_entry,volume_ratio_15m_at_entry,recent_move_percent_at_entry,atr_percent_at_entry,spread_percent_at_entry,news_risk_at_entry,news_summary_at_entry
20260508182733_LONG,GOLD(PAXG)USDT,LONG,OPEN,2026-05-08 21:27:33 TR,,2026-05-08 21:00:00 TR,2026-05-10 02:15:00 TR,4716.23,4763.3923,4687.9326,,,,0.04,,9,4716.23,4703.12,0.0,-0.278,,Strong,56.896,0.97638,9.927,0.5714,0.1356,0.157598,0.000212,LOW,خبر مهم نزدیک وجود ندارد.
